"","L","R"
"3464","Adenosine triphosphate","CD86"
"3465","Adenosine triphosphate","ABCC5"
"3466","Adenosine triphosphate","CAV1"
"3467","Adenosine triphosphate","ACVR2B"
"3468","Adenosine triphosphate","LPAR6"
"3469","Adenosine triphosphate","RPSA"
"3470","Adenosine triphosphate","ANO1"
"3471","Adenosine triphosphate","ABCC11"
"3472","Adenosine triphosphate","TGFBR2"
"3473","Adenosine triphosphate","TRPV6"
"3474","Adenosine triphosphate","RYR1"
"3475","Adenosine triphosphate","HLA-DRB1"
"3476","Adenosine triphosphate","HLA-G"
"3477","Adenosine triphosphate","TLR9"
"3478","Adenosine triphosphate","ENPP1"
"3479","Adenosine triphosphate","CD3E"
"3480","Adenosine triphosphate","FZD5"
"3481","Adenosine triphosphate","RYR2"
"3482","Adenosine triphosphate","PLXNA2"
"3483","Adenosine triphosphate","IFNGR1"
"3484","Adenosine triphosphate","PLXNA3"
"3485","Adenosine triphosphate","ABCC2"
"3486","Adenosine triphosphate","ROR2"
"3487","Adenosine triphosphate","ABCC10"
"3488","Adenosine triphosphate","TREM2"
"3489","Adenosine triphosphate","IL2RG"
"3490","Adenosine triphosphate","BMPR2"
"3491","Adenosine triphosphate","EPHB2"
"3492","Adenosine triphosphate","ABCA1"
"3493","Adenosine triphosphate","TGFBR1"
"3494","Adenosine triphosphate","HLA-C"
"3495","Adenosine triphosphate","HLA-A"
"3496","Adenosine triphosphate","ABCC4"
"3497","Adenosine triphosphate","IL2RA"
"3498","Adenosine triphosphate","TEK"
"3499","Adenosine triphosphate","TLR7"
"3500","Adenosine triphosphate","P2RY8"
"3501","Adenosine triphosphate","ACVRL1"
"3502","Adenosine triphosphate","ALK"
"3503","Adenosine triphosphate","RYR3"
"3504","Adenosine triphosphate","ABCC8"
"3505","Adenosine triphosphate","TRAF3"
"3506","Adenosine triphosphate","CD79B"
"3507","Adenosine triphosphate","PLXNA1"
"3508","Adenosine triphosphate","MYLK3"
"3509","Adenosine triphosphate","ABCC1"
"3510","Adenosine triphosphate","TRPV1"
"3511","Adenosine triphosphate","ABCB5"
"3512","Adenosine triphosphate","DCC"
"3513","Adenosine triphosphate","FGFR1"
"3514","Adenosine triphosphate","CD44"
"3515","Adenosine triphosphate","HLA-B"
"3516","Adenosine triphosphate","ANO6"
"3517","Adenosine triphosphate","GPR35"
"3518","Adenosine triphosphate","P2RX6"
"3519","Adenosine triphosphate","ROBO1"
"3520","Adenosine triphosphate","NTRK1"
"3521","Adenosine triphosphate","CD3G"
"3522","Adenosine triphosphate","ACVR1B"
"3523","Adenosine triphosphate","TRPV3"
"3524","Guanosine triphosphate","CD74"
"3525","Guanosine triphosphate","GUCY2F"
"3526","Guanosine triphosphate","CD38"
"3527","Guanosine triphosphate","FZD3"
"3528","Guanosine triphosphate","FFAR1"
"3529","Guanosine triphosphate","F2RL3"
"3530","Guanosine triphosphate","GUCY2D"
"3531","Guanosine triphosphate","PDE6A"
"3532","Guanosine triphosphate","CHRM3"
"3533","Guanosine triphosphate","MTNR1B"
"3534","Guanosine triphosphate","GUCY2C"
"3535","Guanosine triphosphate","MET"
"3536","Guanosine triphosphate","ITGA2B"
"3537","Guanosine triphosphate","CDON"
"3538","Guanosine triphosphate","GUCY1B3"
"3539","Guanosine triphosphate","NRP1"
"3540","Guanosine triphosphate","CDH2"
"3541","Guanosine triphosphate","ERBB2"
"3542","Guanosine triphosphate","EGFR"
"3543","Guanosine triphosphate","ADRA2A"
"3544","Guanosine triphosphate","ITGA1"
"3545","Guanosine triphosphate","CSF1R"
"3546","Guanosine triphosphate","PDE6D"
"3547","Guanosine triphosphate","KIT"
"3548","Guanosine triphosphate","CDH15"
"3549","Guanosine triphosphate","PTGIR"
"3550","Guanosine triphosphate","PLXNB1"
"3551","Guanosine triphosphate","GUCY1A3"
"3552","Guanosine triphosphate","F2RL2"
"3553","Guanosine triphosphate","ITGB1"
"3554","Guanosine triphosphate","P2RY1"
"3555","Guanosine triphosphate","S1PR1"
"3556","Guanosine triphosphate","P2RY12"
"3557","Guanosine triphosphate","DAG1"
"3558","Guanosine triphosphate","F2R"
"3559","Guanosine triphosphate","PLXNA4"
"3560","Guanosine triphosphate","FZD2"
"3561","Guanosine triphosphate","SRPRA"
"3562","Guanosine triphosphate","PDE6G"
"3563","Guanosine triphosphate","AVPR2"
"3564","Guanosine triphosphate","HRH3"
"3565","Guanosine triphosphate","PAQR5"
"3566","Guanosine triphosphate","RPSA"
"3567","Guanosine triphosphate","FZD6"
"3568","Guanosine triphosphate","HLA-DRB1"
"3569","Guanosine triphosphate","HLA-G"
"3570","Guanosine triphosphate","FZD5"
"3571","Guanosine triphosphate","PLXNA2"
"3572","Guanosine triphosphate","PLXNA3"
"3573","Guanosine triphosphate","GLP1R"
"3574","Guanosine triphosphate","P2RY4"
"3575","Guanosine triphosphate","HLA-C"
"3576","Guanosine triphosphate","HLA-A"
"3577","Guanosine triphosphate","AGRN"
"3578","Guanosine triphosphate","PLXNA1"
"3579","Guanosine triphosphate","HRH1"
"3580","Guanosine triphosphate","DSCAM"
"3581","Guanosine triphosphate","GCGR"
"3582","Guanosine triphosphate","ADRA2C"
"3583","Guanosine triphosphate","DCC"
"3584","Guanosine triphosphate","TBXA2R"
"3585","Guanosine triphosphate","OPRM1"
"3586","Guanosine triphosphate","HLA-B"
"3587","Guanosine triphosphate","SRPRB"
"3588","Guanosine triphosphate","PDE6B"
"3589","Guanosine triphosphate","NTRK1"
"3590","Guanosine triphosphate","FZD4"
"3591","Guanosine triphosphate","GUCY1A1"
"3592","Guanosine triphosphate","GUCY1B1"
"3593","2-arachidonoylglycerol","CNR2"
"3594","2-arachidonoylglycerol","PCDHA6"
"3595","2-arachidonoylglycerol","CNR1"
"3596","2-arachidonoylglycerol","PCDHA4"
"3597","2-arachidonoylglycerol","GPR55"
"3598","2-arachidonoylglycerol","DRD4"
"3599","2-arachidonoylglycerol","BDKRB1"
"3600","2-arachidonoylglycerol","OPRD1"
"3601","2-arachidonoylglycerol","MCHR1"
"3602","2-arachidonoylglycerol","GALR3"
"3603","2-arachidonoylglycerol","SSTR4"
"3604","2-arachidonoylglycerol","NMUR2"
"3605","2-arachidonoylglycerol","HRH4"
"3606","2-arachidonoylglycerol","APLNR"
"3607","2-arachidonoylglycerol","OPRK1"
"3608","2-arachidonoylglycerol","SSTR1"
"3609","2-arachidonoylglycerol","ACKR3"
"3610","2-arachidonoylglycerol","ADRA2A"
"3611","2-arachidonoylglycerol","MCHR2"
"3612","2-arachidonoylglycerol","HTR5A"
"3613","2-arachidonoylglycerol","CCR2"
"3614","2-arachidonoylglycerol","CCR5"
"3615","2-arachidonoylglycerol","SSTR5"
"3616","2-arachidonoylglycerol","CCR1"
"3617","2-arachidonoylglycerol","GALR1"
"3618","2-arachidonoylglycerol","CXCR6"
"3619","2-arachidonoylglycerol","NMUR1"
"3620","2-arachidonoylglycerol","HTR1E"
"3621","2-arachidonoylglycerol","ADORA1"
"3622","2-arachidonoylglycerol","HTR1A"
"3623","2-arachidonoylglycerol","HTR1F"
"3624","2-arachidonoylglycerol","RXFP3"
"3625","2-arachidonoylglycerol","GALR2"
"3626","2-arachidonoylglycerol","NPBWR1"
"3627","2-arachidonoylglycerol","CCR9"
"3628","2-arachidonoylglycerol","NPY2R"
"3629","2-arachidonoylglycerol","CCR4"
"3630","2-arachidonoylglycerol","OPRL1"
"3631","2-arachidonoylglycerol","NPY5R"
"3632","2-arachidonoylglycerol","HRH3"
"3633","2-arachidonoylglycerol","PTGER3"
"3634","2-arachidonoylglycerol","SSTR2"
"3635","2-arachidonoylglycerol","LPAR1"
"3636","2-arachidonoylglycerol","NPY1R"
"3637","2-arachidonoylglycerol","DRD2"
"3638","2-arachidonoylglycerol","RXFP4"
"3639","2-arachidonoylglycerol","NPBWR2"
"3640","2-arachidonoylglycerol","HTR1B"
"3641","2-arachidonoylglycerol","LPAR3"
"3642","2-arachidonoylglycerol","AGTR2"
"3643","2-arachidonoylglycerol","NPY4R"
"3644","2-arachidonoylglycerol","DRD3"
"3645","2-arachidonoylglycerol","LPAR2"
"3646","2-arachidonoylglycerol","ADRA2C"
"3647","2-arachidonoylglycerol","CXCR4"
"3648","2-arachidonoylglycerol","OPRM1"
"3649","2-arachidonoylglycerol","CCR3"
"3650","2-arachidonoylglycerol","PPARG"
"3651","Epinephrine","ADRB2"
"3652","Epinephrine","ADRA1A"
"3653","Epinephrine","ADRA1D"
"3654","Epinephrine","DRD2"
"3655","Epinephrine","ADRB1"
"3656","Epinephrine","ADRA1B"
"3657","Epinephrine","ADRA2A"
"3658","Epinephrine","ADRA2B"
"3659","Epinephrine","ADRA2C"
"3660","Epinephrine","ADRB3"
"3661","Epinephrine","DRD4"
"3662","Epinephrine","BDKRB1"
"3663","Epinephrine","PROKR2"
"3664","Epinephrine","MLNR"
"3665","Epinephrine","GNRHR"
"3666","Epinephrine","KISS1R"
"3667","Epinephrine","OPRD1"
"3668","Epinephrine","GHSR"
"3669","Epinephrine","MC3R"
"3670","Epinephrine","PTGER2"
"3671","Epinephrine","MCHR1"
"3672","Epinephrine","GALR3"
"3673","Epinephrine","SSTR4"
"3674","Epinephrine","NMUR2"
"3675","Epinephrine","HRH4"
"3676","Epinephrine","APLNR"
"3677","Epinephrine","NMBR"
"3678","Epinephrine","HTR2B"
"3679","Epinephrine","OPRK1"
"3680","Epinephrine","SSTR1"
"3681","Epinephrine","GPR65"
"3682","Epinephrine","ACKR3"
"3683","Epinephrine","AGTR1"
"3684","Epinephrine","TAAR1"
"3685","Epinephrine","HTR2C"
"3686","Epinephrine","NPFFR1"
"3687","Epinephrine","MCHR2"
"3688","Epinephrine","HTR5A"
"3689","Epinephrine","HTR6"
"3690","Epinephrine","PTGIR"
"3691","Epinephrine","CCR2"
"3692","Epinephrine","CCR5"
"3693","Epinephrine","PTGER1"
"3694","Epinephrine","SSTR5"
"3695","Epinephrine","CCKAR"
"3696","Epinephrine","CCR1"
"3697","Epinephrine","AVPR1A"
"3698","Epinephrine","GALR1"
"3699","Epinephrine","MC4R"
"3700","Epinephrine","PTGER4"
"3701","Epinephrine","PTGDR"
"3702","Epinephrine","NTSR2"
"3703","Epinephrine","PROKR1"
"3704","Epinephrine","CXCR6"
"3705","Epinephrine","ADORA2B"
"3706","Epinephrine","NMUR1"
"3707","Epinephrine","DRD5"
"3708","Epinephrine","LTB4R"
"3709","Epinephrine","HTR1E"
"3710","Epinephrine","NPFFR2"
"3711","Epinephrine","ADORA1"
"3712","Epinephrine","TRHR"
"3713","Epinephrine","EDNRA"
"3714","Epinephrine","HTR1A"
"3715","Epinephrine","MC5R"
"3716","Epinephrine","HTR1F"
"3717","Epinephrine","UTS2R"
"3718","Epinephrine","OXTR"
"3719","Epinephrine","RXFP3"
"3720","Epinephrine","GALR2"
"3721","Epinephrine","NPBWR1"
"3722","Epinephrine","CCR9"
"3723","Epinephrine","NPY2R"
"3724","Epinephrine","CCR4"
"3725","Epinephrine","MC2R"
"3726","Epinephrine","CCKBR"
"3727","Epinephrine","ADORA2A"
"3728","Epinephrine","OPRL1"
"3729","Epinephrine","HTR7"
"3730","Epinephrine","AVPR2"
"3731","Epinephrine","NPY5R"
"3732","Epinephrine","HRH3"
"3733","Epinephrine","PTGER3"
"3734","Epinephrine","SSTR2"
"3735","Epinephrine","LPAR1"
"3736","Epinephrine","NPSR1"
"3737","Epinephrine","HTR4"
"3738","Epinephrine","NPY1R"
"3739","Epinephrine","RXFP4"
"3740","Epinephrine","CNR1"
"3741","Epinephrine","NPBWR2"
"3742","Epinephrine","HTR1B"
"3743","Epinephrine","NTSR1"
"3744","Epinephrine","LPAR3"
"3745","Epinephrine","PTGFR"
"3746","Epinephrine","HCRTR2"
"3747","Epinephrine","AGTR2"
"3748","Epinephrine","HCRTR1"
"3749","Epinephrine","NPY4R"
"3750","Epinephrine","CNR2"
"3751","Epinephrine","EDNRB"
"3752","Epinephrine","HRH2"
"3753","Epinephrine","HTR2A"
"3754","Epinephrine","GRPR"
"3755","Epinephrine","DRD3"
"3756","Epinephrine","QRFPR"
"3757","Epinephrine","LPAR2"
"3758","Epinephrine","CXCR4"
"3759","Epinephrine","TBXA2R"
"3760","Epinephrine","OPRM1"
"3761","Epinephrine","LTB4R2"
"3762","Epinephrine","CCR3"
"3763","Epinephrine","MC1R"
"3764","Epinephrine","CHRFAM7A"
"3765","Epinephrine","CHRNA7"
"3766","Nicotinic acid","HCAR2"
"3767","Nicotinic acid","HCAR3"
"3768","Nicotinic acid","PPARA"
"3769","Nicotinic acid","PPARG"
"3770","Nicotinic acid","ABCA1"
"3771","Nicotinic acid","PTGDR"
"3772","Protoporphyrin IX","GUCY1A1"
"3773","Protoporphyrin IX","GUCY1A3"
"3774","Protoporphyrin IX","GUCY1B1"
"3775","Protoporphyrin IX","GUCY1B3"
"3776","15-HETE","LTB4R2"
"3777","15-HETE","PPARA"
"3778","15-HETE","PPARG"
"3779","Ethanolamine","CD209"
"3780","Prostaglandin E2","PTGER1"
"3781","Prostaglandin E2","PTGER2"
"3782","Prostaglandin E2","PTGER3"
"3783","Prostaglandin E2","PTGER4"
"3784","L-Proline","PVR"
"3785","L-Proline","IGLL5"
"3786","Retinal","RGR"
"3787","Flavin mononucleotide","CAV1"
"3788","Vitamin A","NR0B2"
"3789","Vitamin A","ABCB4"
"3790","Vitamin A","VDR"
"3791","Vitamin A","STRA6"
"3792","Formaldehyde","TRPA1"
"3793","Formaldehyde","TACR1"
"3794","Formaldehyde","IL2RA"
"3795","Formaldehyde","TRPV1"
"3796","Gluconic acid","P2RX4"
"3797","7-Dehydrocholesterol","SMO"
"3798","Glycine","GPRC6A"
"3799","Glycine","GRIN2A"
"3800","Glycine","NR2A"
"3801","Glycine","GLRA2"
"3802","Glycine","CXCR4"
"3803","Glycine","GRIN3B"
"3804","Glycine","GRIN2D"
"3805","Glycine","GLRB"
"3806","Glycine","GLRA3"
"3807","Glycine","GRIN2C"
"3808","Glycine","HTR2B"
"3809","Glycine","DPP8"
"3810","Glycine","HLA-DQA1"
"3811","Glycine","GPR18"
"3812","Glycine","PTPRD"
"3813","Glycine","PTPRF"
"3814","Glycine","GRIN3A"
"3815","Glycine","ABCB10"
"3816","Glycine","NTSR1"
"3817","Glycine","GRIN1"
"3818","Glycine","HLA-DQB1"
"3819","Glycine","PVR"
"3820","Glycine","GLRA1"
"3821","Ammonium","TNFRSF17"
"3822","Ammonium","ESR1"
"3823","Ammonium","FCGRT"
"3824","Ammonium","TRAF2"
"3825","Ammonium","LRP6"
"3826","Ammonium","ITGA2B"
"3827","Ammonium","ITGA1"
"3828","Ammonium","PGLYRP3"
"3829","Ammonium","ITGA2"
"3830","Ammonium","CRHR2"
"3831","Ammonium","ESR2"
"3832","Ammonium","TLR4"
"3833","Ammonium","TGFBR1"
"3834","Ammonium","TRPV1"
"3835","Ammonium","GRIK1"
"3836","Ammonium","GRIK2"
"3837","Ammonium","IGLL5"
"3838","Spermine","GRIN2B"
"3839","Spermine","CASR"
"3840","Spermine","SMO"
"3841","Spermine","GJC1"
"3842","Spermine","ADRB1"
"3843","Spermine","ADRB2"
"3844","Sphingosine 1-phosphate","S1PR1"
"3845","Sphingosine 1-phosphate","S1PR2"
"3846","Sphingosine 1-phosphate","S1PR3"
"3847","Sphingosine 1-phosphate","S1PR4"
"3848","Sphingosine 1-phosphate","S1PR5"
"3849","Sphingosine 1-phosphate","GPR12"
"3850","Sphingosine 1-phosphate","GPR3"
"3851","Sphingosine 1-phosphate","GPR63"
"3852","Sphingosine 1-phosphate","P2RY10"
"3853","Sphingosine 1-phosphate","ERBB2"
"3854","Sphingosine 1-phosphate","EGFR"
"3855","Sphingosine 1-phosphate","CXCR1"
"3856","Sphingosine 1-phosphate","F2R"
"3857","Tetrahydrobiopterin","SELP"
"3858","Tetrahydrobiopterin","CAV1"
"3859","5a-Pregnane-3,20-dione","GPBAR1"
"3860","5a-Pregnane-3,20-dione","NR1I3"
"3861","5a-Pregnane-3,20-dione","RXRA"
"3862","5a-Pregnane-3,20-dione","NR1I2"
"3863","Spermidine","EGFR"
"3864","Spermidine","CD40LG"
"3865","Spermidine","ADRB1"
"3866","Spermidine","ADRB2"
"3867","Cholesterol","ABCG1"
"3868","Cholesterol","NR1H3"
"3869","Cholesterol","NR3C1"
"3870","Cholesterol","SELL"
"3871","Cholesterol","SMO"
"3872","Cholesterol","NR1H2"
"3873","Cholesterol","SDC1"
"3874","Cholesterol","ADAM10"
"3875","Cholesterol","RORA"
"3876","Cholesterol","SCARB1"
"3877","Cholesterol","PPARA"
"3878","Cholesterol","GPC1"
"3879","Cholesterol","SCARB2"
"3880","Cholesterol","ABCB4"
"3881","Cholesterol","ABCA10"
"3882","Cholesterol","FLT1"
"3883","Cholesterol","APP"
"3884","Cholesterol","PPARG"
"3885","Cholesterol","PTGIR"
"3886","Cholesterol","GPC2"
"3887","Cholesterol","LRP8"
"3888","Cholesterol","SDC2"
"3889","Cholesterol","CD36"
"3890","Cholesterol","OLR1"
"3891","Cholesterol","P4HB"
"3892","Cholesterol","CAV1"
"3893","Cholesterol","SDC3"
"3894","Cholesterol","GPC4"
"3895","Cholesterol","SDC4"
"3896","Cholesterol","ABCA1"
"3897","Cholesterol","GPC6"
"3898","Cholesterol","GPC5"
"3899","Cholesterol","AGRN"
"3900","Cholesterol","GPC3"
"3901","Cholesterol","NR1H4"
"3902","Cholesterol","LDLR"
"3903","Cholesterol","CLEC4E"
"3904","Cholesterol","NR1I3"
"3905","Cholesterol","RXRA"
"3906","Cholesterol","VDR"
"3907","Sulfate","M6PR"
"3908","Sulfate","CD4"
"3909","Sulfate","TNFRSF1A"
"3910","Sulfate","EPHA8"
"3911","Sulfate","FAP"
"3912","Sulfate","PILRA"
"3913","Sulfate","ITGB4"
"3914","Sulfate","ESR1"
"3915","Sulfate","MADCAM1"
"3916","Sulfate","RIPK3"
"3917","Sulfate","GUCY2F"
"3918","Sulfate","TLR8"
"3919","Sulfate","FCGRT"
"3920","Sulfate","APLP1"
"3921","Sulfate","STX1A"
"3922","Sulfate","EFNB3"
"3923","Sulfate","CD38"
"3924","Sulfate","CD69"
"3925","Sulfate","CLEC4A"
"3926","Sulfate","GHR"
"3927","Sulfate","NKTR"
"3928","Sulfate","ENO1"
"3929","Sulfate","ACVR2A"
"3930","Sulfate","TREM1"
"3931","Sulfate","NECTIN2"
"3932","Sulfate","RAMP1"
"3933","Sulfate","GUCY2D"
"3934","Sulfate","ANXA1"
"3935","Sulfate","ENPP2"
"3936","Sulfate","THBS1"
"3937","Sulfate","ADAM10"
"3938","Sulfate","ITGAV"
"3939","Sulfate","CDH1"
"3940","Sulfate","NEO1"
"3941","Sulfate","ITGA2B"
"3942","Sulfate","CDON"
"3943","Sulfate","ACVR1"
"3944","Sulfate","CD81"
"3945","Sulfate","CDH15"
"3946","Sulfate","CDH3"
"3947","Sulfate","FCER2"
"3948","Sulfate","GRIA2"
"3949","Sulfate","GLRB"
"3950","Sulfate","THRA"
"3951","Sulfate","ICAM1"
"3952","Sulfate","NRP1"
"3953","Sulfate","ERBB3"
"3954","Sulfate","IGF1R"
"3955","Sulfate","ERBB2"
"3956","Sulfate","FCGR2A"
"3957","Sulfate","EPHA5"
"3958","Sulfate","MYLK4"
"3959","Sulfate","EGFR"
"3960","Sulfate","NTRK2"
"3961","Sulfate","NOTCH1"
"3962","Sulfate","ST14"
"3963","Sulfate","AIP"
"3964","Sulfate","CNTN5"
"3965","Sulfate","SIRPB1"
"3966","Sulfate","GRIA4"
"3967","Sulfate","GRM1"
"3968","Sulfate","CD8A"
"3969","Sulfate","CXADR"
"3970","Sulfate","APP"
"3971","Sulfate","AR"
"3972","Sulfate","CSF1R"
"3973","Sulfate","PPARG"
"3974","Sulfate","KIT"
"3975","Sulfate","IL10RB"
"3976","Sulfate","PGLYRP3"
"3977","Sulfate","FRZB"
"3978","Sulfate","MST1R"
"3979","Sulfate","TLR3"
"3980","Sulfate","TNFRSF21"
"3981","Sulfate","ANPEP"
"3982","Sulfate","AXL"
"3983","Sulfate","INSR"
"3984","Sulfate","FAS"
"3985","Sulfate","ADRB2"
"3986","Sulfate","IL7R"
"3987","Sulfate","GP6"
"3988","Sulfate","ADAM17"
"3989","Sulfate","CD200R1"
"3990","Sulfate","HAVCR2"
"3991","Sulfate","CD46"
"3992","Sulfate","CD55"
"3993","Sulfate","NCAM1"
"3994","Sulfate","MARCO"
"3995","Sulfate","CD276"
"3996","Sulfate","ADGRL2"
"3997","Sulfate","PGR"
"3998","Sulfate","P4HB"
"3999","Sulfate","GP1BA"
"4000","Sulfate","PDE4B"
"4001","Sulfate","EPHB3"
"4002","Sulfate","F3"
"4003","Sulfate","UNC5B"
"4004","Sulfate","EPHA3"
"4005","Sulfate","IL21R"
"4006","Sulfate","PLAUR"
"4007","Sulfate","HLA-DQA1"
"4008","Sulfate","FGFR3"
"4009","Sulfate","ACVR2B"
"4010","Sulfate","ADGRL1"
"4011","Sulfate","NPR2"
"4012","Sulfate","NR3C2"
"4013","Sulfate","TRPV2"
"4014","Sulfate","ERBB4"
"4015","Sulfate","NBR1"
"4016","Sulfate","ESR2"
"4017","Sulfate","PDE4D"
"4018","Sulfate","BOC"
"4019","Sulfate","HTR3A"
"4020","Sulfate","RET"
"4021","Sulfate","THRB"
"4022","Sulfate","ITGAL"
"4023","Sulfate","IGF2R"
"4024","Sulfate","ENPP3"
"4025","Sulfate","EPHB4"
"4026","Sulfate","PTPRF"
"4027","Sulfate","HLA-DRB1"
"4028","Sulfate","MSN"
"4029","Sulfate","DPP4"
"4030","Sulfate","ENPP1"
"4031","Sulfate","GRM3"
"4032","Sulfate","CD47"
"4033","Sulfate","LDLR"
"4034","Sulfate","MR1"
"4035","Sulfate","CD244"
"4036","Sulfate","CD48"
"4037","Sulfate","FCER1A"
"4038","Sulfate","CD1B"
"4039","Sulfate","CD1D"
"4040","Sulfate","IL6R"
"4041","Sulfate","NPR1"
"4042","Sulfate","EPHA7"
"4043","Sulfate","TPBG"
"4044","Sulfate","GRIN1"
"4045","Sulfate","IL13RA1"
"4046","Sulfate","FIBCD1"
"4047","Sulfate","IL2RG"
"4048","Sulfate","BMPR2"
"4049","Sulfate","EPHB2"
"4050","Sulfate","TGFBR1"
"4051","Sulfate","ROR2"
"4052","Sulfate","HLA-E"
"4053","Sulfate","HLA-A"
"4054","Sulfate","THBD"
"4055","Sulfate","TRPM3"
"4056","Sulfate","TNFRSF4"
"4057","Sulfate","TEK"
"4058","Sulfate","RYR3"
"4059","Sulfate","CALCRL"
"4060","Sulfate","PDCD10"
"4061","Sulfate","CD79B"
"4062","Sulfate","ANXA4"
"4063","Sulfate","CRCP"
"4064","Sulfate","EPHB1"
"4065","Sulfate","HLA-DQB1"
"4066","Sulfate","TRPV1"
"4067","Sulfate","GRIK1"
"4068","Sulfate","GP1BB"
"4069","Sulfate","NCAM2"
"4070","Sulfate","FSHR"
"4071","Sulfate","NR1H3"
"4072","Sulfate","DCC"
"4073","Sulfate","BCAP31"
"4074","Sulfate","FGFR1"
"4075","Sulfate","GFRA1"
"4076","Sulfate","GRIK2"
"4077","Sulfate","CD44"
"4078","Sulfate","UNC5C"
"4079","Sulfate","FGFR2"
"4080","Sulfate","PDCD6"
"4081","Sulfate","PTPRG"
"4082","Sulfate","SRPRB"
"4083","Sulfate","ROBO1"
"4084","Sulfate","ADGRL3"
"4085","Sulfate","GFRA2"
"4086","Sulfate","IGLL5"
"4087","Sulfate","PDE10A"
"4088","Sulfate","NR1H4"
"4089","Sulfate","TNFRSF11A"
"4090","Indoxyl sulfate","ICAM1"
"4091","Indoxyl sulfate","CADM1"
"4092","Indoxyl sulfate","AHR"
"4093","Sulfite","UNC5B"
"4094","Sulfite","UNC5C"
"4095","Dehydroepiandrosterone sulfate","GPBAR1"
"4096","Dehydroepiandrosterone sulfate","ABCC4"
"4097","Dehydroepiandrosterone sulfate","ABCB11"
"4098","Dehydroepiandrosterone sulfate","HTR7"
"4099","Estrone sulfate","ABCC4"
"4100","Estrone sulfate","ESR1"
"4101","Estrone sulfate","ESR2"
"4102","Estrone sulfate","AR"
"4103","Estrone sulfate","NR1I2"
"4104","Estrone sulfate","THRB"
"4105","Pregnenolone sulfate","TRPM1"
"4106","Pregnenolone sulfate","TRPM3"
"4107","Pregnenolone sulfate","GLRA1"
"4108","Thromboxane A2","BDKRB1"
"4109","Thromboxane A2","PROKR2"
"4110","Thromboxane A2","MLNR"
"4111","Thromboxane A2","GNRHR"
"4112","Thromboxane A2","KISS1R"
"4113","Thromboxane A2","GHSR"
"4114","Thromboxane A2","MCHR1"
"4115","Thromboxane A2","NMUR2"
"4116","Thromboxane A2","NMBR"
"4117","Thromboxane A2","HTR2B"
"4118","Thromboxane A2","GPR65"
"4119","Thromboxane A2","AGTR1"
"4120","Thromboxane A2","HTR2C"
"4121","Thromboxane A2","NPFFR1"
"4122","Thromboxane A2","MCHR2"
"4123","Thromboxane A2","PTGIR"
"4124","Thromboxane A2","PTGER1"
"4125","Thromboxane A2","CCKAR"
"4126","Thromboxane A2","AVPR1A"
"4127","Thromboxane A2","NTSR2"
"4128","Thromboxane A2","PROKR1"
"4129","Thromboxane A2","NMUR1"
"4130","Thromboxane A2","ADRA1B"
"4131","Thromboxane A2","LTB4R"
"4132","Thromboxane A2","NPFFR2"
"4133","Thromboxane A2","TRHR"
"4134","Thromboxane A2","EDNRA"
"4135","Thromboxane A2","UTS2R"
"4136","Thromboxane A2","OXTR"
"4137","Thromboxane A2","CCKBR"
"4138","Thromboxane A2","LPAR1"
"4139","Thromboxane A2","NPSR1"
"4140","Thromboxane A2","NTSR1"
"4141","Thromboxane A2","LPAR3"
"4142","Thromboxane A2","PTGFR"
"4143","Thromboxane A2","HCRTR2"
"4144","Thromboxane A2","AGTR2"
"4145","Thromboxane A2","HCRTR1"
"4146","Thromboxane A2","EDNRB"
"4147","Thromboxane A2","HTR2A"
"4148","Thromboxane A2","ADRA1A"
"4149","Thromboxane A2","ADRA1D"
"4150","Thromboxane A2","GRPR"
"4151","Thromboxane A2","QRFPR"
"4152","Thromboxane A2","LPAR2"
"4153","Thromboxane A2","TBXA2R"
"4154","Thromboxane A2","LTB4R2"
"4155","L-Dopa","ABCC4"
"4156","L-Dopa","ABCC3"
"4157","L-Dopa","GPR143"
"4158","L-Dopa","DRD5"
"4159","L-Dopa","DRD1"
"4160","L-Dopa","DRD3"
"4161","L-Dopa","DRD2"
"4162","L-Dopa","DRD4"
"4163","L-Dopa","ADORA2A"
"4164","L-Dopa","HTR2A"
"4165","5-Hydroxy-L-tryptophan","HTR2C"
"4166","5-Hydroxy-L-tryptophan","HTR2B"
"4167","5-Hydroxy-L-tryptophan","VCAM1"
"4168","5-Hydroxy-L-tryptophan","HTR7"
"4169","5-Hydroxy-L-tryptophan","HTR2A"
"4170","Iodotyrosine","FPR1"
"4171","Iodotyrosine","FPR2"
"4172","Iodide","ESRRA"
"4173","Iodide","RIPK1"
"4174","Iodide","EGFR"
"4175","Iodide","SIRPB1"
"4176","Iodide","PPARD"
"4177","Iodide","LILRB1"
"4178","Iodide","NR4A2"
"4179","Iodide","CD47"
"4180","Thyroxine","NR1H4"
"4181","Thyroxine","PPARG"
"4182","Thyroxine","RXRA"
"4183","Thyroxine","THRA"
"4184","Thyroxine","THRB"
"4185","Thyroxine","ABCC2"
"4186","Thyroxine","NCOR1"
"4187","Thyroxine","TRAC"
"4188","Liothyronine","THRA"
"4189","Liothyronine","THRB"
"4190","Liothyronine","AR"
"4191","Liothyronine","RXRA"
"4192","Liothyronine","ESR1"
"4193","Liothyronine","ESR2"
"4194","Liothyronine","NCOR1"
"4195","Liothyronine","TRAC"
"4196","Liothyronine","NR1I2"
