"","Compounds","Receptor_genes"
"3419","4-Hydroxyproline","Itga1"
"3420","4-Hydroxyproline","Itga2"
"3421","4-Hydroxyproline","Ddr2"
"3422","L-Tyrosine","Erap1"
"3423","L-Tyrosine","Ar"
"3424","L-Tyrosine","Pvr"
"3425","Guanosine diphosphate","P2ry6"
"3426","Guanosine diphosphate","Ngfr"
"3427","Guanosine diphosphate","Fzd3"
"3428","Guanosine diphosphate","F2rl3"
"3429","Guanosine diphosphate","Pde6a"
"3430","Guanosine diphosphate","Plxnc1"
"3431","Guanosine diphosphate","Pde6h"
"3432","Guanosine diphosphate","Egfr"
"3433","Guanosine diphosphate","Htr2c"
"3434","Guanosine diphosphate","Adra2a"
"3435","Guanosine diphosphate","Itga1"
"3436","Guanosine diphosphate","Csf1r"
"3437","Guanosine diphosphate","Pde6d"
"3438","Guanosine diphosphate","Kit"
"3439","Guanosine diphosphate","Ptgir"
"3440","Guanosine diphosphate","Ccr5"
"3441","Guanosine diphosphate","Ptger1"
"3442","Guanosine diphosphate","F2rl2"
"3443","Guanosine diphosphate","Fpr1"
"3444","Guanosine diphosphate","Itgb1"
"3445","Guanosine diphosphate","P2ry1"
"3446","Guanosine diphosphate","Adrb2"
"3447","Guanosine diphosphate","S1pr1"
"3448","Guanosine diphosphate","Chrm1"
"3449","Guanosine diphosphate","Adra1b"
"3450","Guanosine diphosphate","P2ry12"
"3451","Guanosine diphosphate","P2ry2"
"3452","Guanosine diphosphate","Dag1"
"3453","Guanosine diphosphate","F2r"
"3454","Guanosine diphosphate","Fzd2"
"3455","Guanosine diphosphate","Pde6g"
"3456","Guanosine diphosphate","Avpr2"
"3457","Guanosine diphosphate","Paqr5"
"3458","Guanosine diphosphate","Rpsa"
"3459","Guanosine diphosphate","Fzd6"
"3460","Guanosine diphosphate","Fzd5"
"3461","Guanosine diphosphate","Agtr2"
"3462","Guanosine diphosphate","Glp1r"
"3463","Guanosine diphosphate","Agrn"
"3464","Guanosine diphosphate","Mag"
"3465","Guanosine diphosphate","Fshr"
"3466","Guanosine diphosphate","Adra2c"
"3467","Guanosine diphosphate","Cxcr4"
"3468","Guanosine diphosphate","Dcc"
"3469","Guanosine diphosphate","Tbxa2r"
"3470","Guanosine diphosphate","Oprm1"
"3471","Guanosine diphosphate","Pde6b"
"3472","Guanosine diphosphate","Ntrk1"
"3473","Guanosine diphosphate","Fzd4"
"3474","Guanosine diphosphate","Ccr3"
"3475","Uridine 5'-diphosphate","P2ry2"
"3476","Uridine 5'-diphosphate","P2ry6"
"3477","Uridine 5'-diphosphate","P2ry14"
"3478","Uridine 5'-diphosphate","P2ry4"
"3479","Uridine 5'-diphosphate","Gpr17"
"3480","Uridine 5'-diphosphate","P2ry10"
"3481","Uridine 5'-diphosphate","Bdkrb1"
"3482","Uridine 5'-diphosphate","Prokr2"
"3483","Uridine 5'-diphosphate","P2rx1"
"3484","Uridine 5'-diphosphate","Gnrhr"
"3485","Uridine 5'-diphosphate","Kiss1r"
"3486","Uridine 5'-diphosphate","Ghsr"
"3487","Uridine 5'-diphosphate","Mchr1"
"3488","Uridine 5'-diphosphate","Nmur2"
"3489","Uridine 5'-diphosphate","Nmbr"
"3490","Uridine 5'-diphosphate","Htr2b"
"3491","Uridine 5'-diphosphate","P2rx3"
"3492","Uridine 5'-diphosphate","Gpr65"
"3493","Uridine 5'-diphosphate","Agtr1a"
"3494","Uridine 5'-diphosphate","Agtr1b"
"3495","Uridine 5'-diphosphate","Htr2c"
"3496","Uridine 5'-diphosphate","Npffr1"
"3497","Uridine 5'-diphosphate","Ptger1"
"3498","Uridine 5'-diphosphate","Cckar"
"3499","Uridine 5'-diphosphate","Avpr1a"
"3500","Uridine 5'-diphosphate","Ntsr2"
"3501","Uridine 5'-diphosphate","Prokr1"
"3502","Uridine 5'-diphosphate","P2ry1"
"3503","Uridine 5'-diphosphate","Nmur1"
"3504","Uridine 5'-diphosphate","Adra1b"
"3505","Uridine 5'-diphosphate","Has2"
"3506","Uridine 5'-diphosphate","Ltb4r1"
"3507","Uridine 5'-diphosphate","Npffr2"
"3508","Uridine 5'-diphosphate","Trhr"
"3509","Uridine 5'-diphosphate","Ednra"
"3510","Uridine 5'-diphosphate","P2ry13"
"3511","Uridine 5'-diphosphate","Uts2r"
"3512","Uridine 5'-diphosphate","Oxtr"
"3513","Uridine 5'-diphosphate","Cckbr"
"3514","Uridine 5'-diphosphate","P2rx4"
"3515","Uridine 5'-diphosphate","P2rx2"
"3516","Uridine 5'-diphosphate","Lpar6"
"3517","Uridine 5'-diphosphate","Lpar1"
"3518","Uridine 5'-diphosphate","Npsr1"
"3519","Uridine 5'-diphosphate","Ntsr1"
"3520","Uridine 5'-diphosphate","Lpar3"
"3521","Uridine 5'-diphosphate","Ptgfr"
"3522","Uridine 5'-diphosphate","Hcrtr2"
"3523","Uridine 5'-diphosphate","Cysltr1"
"3524","Uridine 5'-diphosphate","Hcrtr1"
"3525","Uridine 5'-diphosphate","Ednrb"
"3526","Uridine 5'-diphosphate","Htr2a"
"3527","Uridine 5'-diphosphate","Adra1a"
"3528","Uridine 5'-diphosphate","Adra1d"
"3529","Uridine 5'-diphosphate","Grpr"
"3530","Uridine 5'-diphosphate","Qrfprl"
"3531","Uridine 5'-diphosphate","Qrfpr"
"3532","Uridine 5'-diphosphate","Lpar2"
"3533","Uridine 5'-diphosphate","Tbxa2r"
"3534","Uridine 5'-diphosphate","Gpr35"
"3535","Uridine 5'-diphosphate","P2rx6"
"3536","Uridine 5'-diphosphate","Ltb4r2"
"3537","Formaldehyde","Trpa1"
"3538","Formaldehyde","Tacr1"
"3539","Formaldehyde","Il2ra"
"3540","Formaldehyde","Trpv1"
"3541","Uridine triphosphate","P2ry2"
"3542","Uridine triphosphate","P2ry4"
"3543","Uridine triphosphate","P2ry6"
"3544","Uridine triphosphate","P2ry10"
"3545","Uridine triphosphate","P2rx1"
"3546","Uridine triphosphate","P2rx3"
"3547","Uridine triphosphate","P2ry1"
"3548","Uridine triphosphate","P2ry14"
"3549","Uridine triphosphate","P2ry13"
"3550","Uridine triphosphate","P2rx4"
"3551","Uridine triphosphate","P2rx2"
"3552","Uridine triphosphate","Lpar6"
"3553","Uridine triphosphate","Gpr35"
"3554","Uridine triphosphate","P2rx6"
"3555","Cytidine triphosphate","P2ry2"
"3556","Adenosine triphosphate","Abcg1"
"3557","Adenosine triphosphate","P2rx3"
"3558","Adenosine triphosphate","P2rx2"
"3559","Adenosine triphosphate","P2ry2"
"3560","Adenosine triphosphate","P2ry12"
"3561","Adenosine triphosphate","P2rx4"
"3562","Adenosine triphosphate","P2ry4"
"3563","Adenosine triphosphate","P2ry6"
"3564","Adenosine triphosphate","P2rx1"
"3565","Adenosine triphosphate","Gpr17"
"3566","Adenosine triphosphate","P2rx7"
"3567","Adenosine triphosphate","P2ry13"
"3568","Adenosine triphosphate","P2ry1"
"3569","Adenosine triphosphate","Trpm4"
"3570","Adenosine triphosphate","Cd4"
"3571","Adenosine triphosphate","P2ry10"
"3572","Adenosine triphosphate","Ngfr"
"3573","Adenosine triphosphate","Abcc6"
"3574","Adenosine triphosphate","Il2rb"
"3575","Adenosine triphosphate","Ripk3"
"3576","Adenosine triphosphate","Cd79a"
"3577","Adenosine triphosphate","P2rx5"
"3578","Adenosine triphosphate","Cd38"
"3579","Adenosine triphosphate","Panx1"
"3580","Adenosine triphosphate","Ghr"
"3581","Adenosine triphosphate","Hbegf"
"3582","Adenosine triphosphate","Acvr2a"
"3583","Adenosine triphosphate","Acvr1c"
"3584","Adenosine triphosphate","Traf2"
"3585","Adenosine triphosphate","Gucy2e"
"3586","Adenosine triphosphate","Pdgfra"
"3587","Adenosine triphosphate","Klb"
"3588","Adenosine triphosphate","Amhr2"
"3589","Adenosine triphosphate","Cfc1"
"3590","Adenosine triphosphate","Frs3"
"3591","Adenosine triphosphate","Ripk1"
"3592","Adenosine triphosphate","Abcc9"
"3593","Adenosine triphosphate","Lrp6"
"3594","Adenosine triphosphate","Trpv4"
"3595","Adenosine triphosphate","Pdgfrb"
"3596","Adenosine triphosphate","Itga2b"
"3597","Adenosine triphosphate","Tyrobp"
"3598","Adenosine triphosphate","Acvr1"
"3599","Adenosine triphosphate","Abcb11"
"3600","Adenosine triphosphate","Gpc1"
"3601","Adenosine triphosphate","Bmpr1b"
"3602","Adenosine triphosphate","Abcb6"
"3603","Adenosine triphosphate","Nrp1"
"3604","Adenosine triphosphate","Abcb4"
"3605","Adenosine triphosphate","Abcb1b"
"3606","Adenosine triphosphate","Abcb1a"
"3607","Adenosine triphosphate","Ide"
"3608","Adenosine triphosphate","Igf1r"
"3609","Adenosine triphosphate","Cdh2"
"3610","Adenosine triphosphate","Erbb2"
"3611","Adenosine triphosphate","Ifnar1"
"3612","Adenosine triphosphate","Fcgr3"
"3613","Adenosine triphosphate","Fcgr2b"
"3614","Adenosine triphosphate","Egfr"
"3615","Adenosine triphosphate","Notch1"
"3616","Adenosine triphosphate","Gja1"
"3617","Adenosine triphosphate","Gja6"
"3618","Adenosine triphosphate","Itga1"
"3619","Adenosine triphosphate","Abcc3"
"3620","Adenosine triphosphate","Fzd1"
"3621","Adenosine triphosphate","Kit"
"3622","Adenosine triphosphate","Fcer1g"
"3623","Adenosine triphosphate","Ifngr2"
"3624","Adenosine triphosphate","Fgfr4"
"3625","Adenosine triphosphate","Itgb5"
"3626","Adenosine triphosphate","Plxnb1"
"3627","Adenosine triphosphate","Abce1"
"3628","Adenosine triphosphate","Tlr3"
"3629","Adenosine triphosphate","Rxfp2"
"3630","Adenosine triphosphate","Cd3d"
"3631","Adenosine triphosphate","Rxfp1"
"3632","Adenosine triphosphate","Insr"
"3633","Adenosine triphosphate","Il7r"
"3634","Adenosine triphosphate","P2ry14"
"3635","Adenosine triphosphate","Met"
"3636","Adenosine triphosphate","Ncam1"
"3637","Adenosine triphosphate","Trpm7"
"3638","Adenosine triphosphate","Plxna4"
"3639","Adenosine triphosphate","Fzd2"
"3640","Adenosine triphosphate","Cd28"
"3641","Adenosine triphosphate","Cd86"
"3642","Adenosine triphosphate","Abcc5"
"3643","Adenosine triphosphate","Cav1"
"3644","Adenosine triphosphate","Acvr2b"
"3645","Adenosine triphosphate","Lpar6"
"3646","Adenosine triphosphate","Rpsa"
"3647","Adenosine triphosphate","Ano1"
"3648","Adenosine triphosphate","Tgfbr2"
"3649","Adenosine triphosphate","Trpv6"
"3650","Adenosine triphosphate","Ryr1"
"3651","Adenosine triphosphate","H2-Eb2"
"3652","Adenosine triphosphate","H2-Eb1"
"3653","Adenosine triphosphate","H2-T22"
"3654","Adenosine triphosphate","H2-M10.6"
"3655","Adenosine triphosphate","H2-T5"
"3656","Adenosine triphosphate","H2-M10.2"
"3657","Adenosine triphosphate","H2-D1"
"3658","Adenosine triphosphate","H2-Q6"
"3659","Adenosine triphosphate","H2-Q7"
"3660","Adenosine triphosphate","H2-M10.4"
"3661","Adenosine triphosphate","H2-M2"
"3662","Adenosine triphosphate","H2-M11"
"3663","Adenosine triphosphate","H2-Q1"
"3664","Adenosine triphosphate","H2-M5"
"3665","Adenosine triphosphate","H2-Q10"
"3666","Adenosine triphosphate","H2-M10.1"
"3667","Adenosine triphosphate","H2-M3"
"3668","Adenosine triphosphate","H2-Q2"
"3669","Adenosine triphosphate","H2-K1"
"3670","Adenosine triphosphate","Tlr9"
"3671","Adenosine triphosphate","Enpp1"
"3672","Adenosine triphosphate","Cd3e"
"3673","Adenosine triphosphate","Fzd5"
"3674","Adenosine triphosphate","Ryr2"
"3675","Adenosine triphosphate","Plxna2"
"3676","Adenosine triphosphate","Ifngr1"
"3677","Adenosine triphosphate","Plxna3"
"3678","Adenosine triphosphate","Abcc2"
"3679","Adenosine triphosphate","Ror2"
"3680","Adenosine triphosphate","Abcc10"
"3681","Adenosine triphosphate","Trem2"
"3682","Adenosine triphosphate","Il2rg"
"3683","Adenosine triphosphate","Bmpr2"
"3684","Adenosine triphosphate","Ephb2"
"3685","Adenosine triphosphate","Abca1"
"3686","Adenosine triphosphate","Tgfbr1"
"3687","Adenosine triphosphate","H2-T10"
"3688","Adenosine triphosphate","H2-T22"
"3689","Adenosine triphosphate","H2-M10.6"
"3690","Adenosine triphosphate","H2-T5"
"3691","Adenosine triphosphate","H2-M10.2"
"3692","Adenosine triphosphate","H2-T9"
"3693","Adenosine triphosphate","H2-D1"
"3694","Adenosine triphosphate","H2-T3"
"3695","Adenosine triphosphate","H2-Q6"
"3696","Adenosine triphosphate","H2-M9"
"3697","Adenosine triphosphate","H2-Q7"
"3698","Adenosine triphosphate","H2-M10.4"
"3699","Adenosine triphosphate","H2-M2"
"3700","Adenosine triphosphate","H2-M1"
"3701","Adenosine triphosphate","H2-M11"
"3702","Adenosine triphosphate","H2-M10.3"
"3703","Adenosine triphosphate","H2-Q1"
"3704","Adenosine triphosphate","H2-M5"
"3705","Adenosine triphosphate","H2-Q10"
"3706","Adenosine triphosphate","H2-M10.1"
"3707","Adenosine triphosphate","H2-Q2"
"3708","Adenosine triphosphate","H2-Q4"
"3709","Adenosine triphosphate","H2-M10.5"
"3710","Adenosine triphosphate","H2-T13"
"3711","Adenosine triphosphate","H2-K1"
"3712","Adenosine triphosphate","H2-T5"
"3713","Adenosine triphosphate","H2-D1"
"3714","Adenosine triphosphate","H2-Q6"
"3715","Adenosine triphosphate","H2-Q7"
"3716","Adenosine triphosphate","H2-Q1"
"3717","Adenosine triphosphate","H2-Q10"
"3718","Adenosine triphosphate","H2-Q2"
"3719","Adenosine triphosphate","H2-Q4"
"3720","Adenosine triphosphate","H2-T13"
"3721","Adenosine triphosphate","H2-K1"
"3722","Adenosine triphosphate","H2-T7"
"3723","Adenosine triphosphate","Abcc4"
"3724","Adenosine triphosphate","Il2ra"
"3725","Adenosine triphosphate","Tek"
"3726","Adenosine triphosphate","Tlr7"
"3727","Adenosine triphosphate","Acvrl1"
"3728","Adenosine triphosphate","Alk"
"3729","Adenosine triphosphate","Ryr3"
"3730","Adenosine triphosphate","Abcc8"
"3731","Adenosine triphosphate","Traf3"
"3732","Adenosine triphosphate","Cd79b"
"3733","Adenosine triphosphate","Plxna1"
"3734","Adenosine triphosphate","Mylk3"
"3735","Adenosine triphosphate","Abcc1"
"3736","Adenosine triphosphate","Trpv1"
"3737","Adenosine triphosphate","Abcb5"
"3738","Adenosine triphosphate","Dcc"
"3739","Adenosine triphosphate","Fgfr1"
"3740","Adenosine triphosphate","Cd44"
"3741","Adenosine triphosphate","H2-T10"
"3742","Adenosine triphosphate","H2-T22"
"3743","Adenosine triphosphate","H2-M10.6"
"3744","Adenosine triphosphate","H2-T5"
"3745","Adenosine triphosphate","H2-M10.2"
"3746","Adenosine triphosphate","H2-T9"
"3747","Adenosine triphosphate","H2-D1"
"3748","Adenosine triphosphate","H2-T3"
"3749","Adenosine triphosphate","H2-Q6"
"3750","Adenosine triphosphate","H2-M9"
"3751","Adenosine triphosphate","H2-Q7"
"3752","Adenosine triphosphate","H2-M10.4"
"3753","Adenosine triphosphate","H2-M2"
"3754","Adenosine triphosphate","H2-M1"
"3755","Adenosine triphosphate","H2-M11"
"3756","Adenosine triphosphate","H2-M10.3"
"3757","Adenosine triphosphate","H2-Q1"
"3758","Adenosine triphosphate","H2-M5"
"3759","Adenosine triphosphate","H2-Q10"
"3760","Adenosine triphosphate","H2-M10.1"
"3761","Adenosine triphosphate","H2-Q2"
"3762","Adenosine triphosphate","H2-Q4"
"3763","Adenosine triphosphate","H2-M10.5"
"3764","Adenosine triphosphate","H2-T13"
"3765","Adenosine triphosphate","H2-K1"
"3766","Adenosine triphosphate","Ano6"
"3767","Adenosine triphosphate","Gpr35"
"3768","Adenosine triphosphate","P2rx6"
"3769","Adenosine triphosphate","Robo1"
"3770","Adenosine triphosphate","Ntrk1"
"3771","Adenosine triphosphate","Cd3g"
"3772","Adenosine triphosphate","Acvr1b"
"3773","Adenosine triphosphate","Trpv3"
"3774","Guanosine triphosphate","Cd74"
"3775","Guanosine triphosphate","Gucy2f"
"3776","Guanosine triphosphate","Cd38"
"3777","Guanosine triphosphate","Fzd3"
"3778","Guanosine triphosphate","Ffar1"
"3779","Guanosine triphosphate","F2rl3"
"3780","Guanosine triphosphate","Gucy2e"
"3781","Guanosine triphosphate","Pde6a"
"3782","Guanosine triphosphate","Chrm3"
"3783","Guanosine triphosphate","Mtnr1b"
"3784","Guanosine triphosphate","Gucy2c"
"3785","Guanosine triphosphate","Met"
"3786","Guanosine triphosphate","Itga2b"
"3787","Guanosine triphosphate","Cdon"
"3788","Guanosine triphosphate","Nrp1"
"3789","Guanosine triphosphate","Cdh2"
"3790","Guanosine triphosphate","Erbb2"
"3791","Guanosine triphosphate","Egfr"
"3792","Guanosine triphosphate","Adra2a"
"3793","Guanosine triphosphate","Itga1"
"3794","Guanosine triphosphate","Csf1r"
"3795","Guanosine triphosphate","Pde6d"
"3796","Guanosine triphosphate","Kit"
"3797","Guanosine triphosphate","Cdh15"
"3798","Guanosine triphosphate","Ptgir"
"3799","Guanosine triphosphate","Plxnb1"
"3800","Guanosine triphosphate","F2rl2"
"3801","Guanosine triphosphate","Itgb1"
"3802","Guanosine triphosphate","P2ry1"
"3803","Guanosine triphosphate","S1pr1"
"3804","Guanosine triphosphate","P2ry12"
"3805","Guanosine triphosphate","Dag1"
"3806","Guanosine triphosphate","F2r"
"3807","Guanosine triphosphate","Plxna4"
"3808","Guanosine triphosphate","Fzd2"
"3809","Guanosine triphosphate","Srpra"
"3810","Guanosine triphosphate","Pde6g"
"3811","Guanosine triphosphate","Avpr2"
"3812","Guanosine triphosphate","Hrh3"
"3813","Guanosine triphosphate","Paqr5"
"3814","Guanosine triphosphate","Rpsa"
"3815","Guanosine triphosphate","Fzd6"
"3816","Guanosine triphosphate","H2-Eb2"
"3817","Guanosine triphosphate","H2-Eb1"
"3818","Guanosine triphosphate","H2-T22"
"3819","Guanosine triphosphate","H2-M10.6"
"3820","Guanosine triphosphate","H2-T5"
"3821","Guanosine triphosphate","H2-M10.2"
"3822","Guanosine triphosphate","H2-D1"
"3823","Guanosine triphosphate","H2-Q6"
"3824","Guanosine triphosphate","H2-Q7"
"3825","Guanosine triphosphate","H2-M10.4"
"3826","Guanosine triphosphate","H2-M2"
"3827","Guanosine triphosphate","H2-M11"
"3828","Guanosine triphosphate","H2-Q1"
"3829","Guanosine triphosphate","H2-M5"
"3830","Guanosine triphosphate","H2-Q10"
"3831","Guanosine triphosphate","H2-M10.1"
"3832","Guanosine triphosphate","H2-M3"
"3833","Guanosine triphosphate","H2-Q2"
"3834","Guanosine triphosphate","H2-K1"
"3835","Guanosine triphosphate","Fzd5"
"3836","Guanosine triphosphate","Plxna2"
"3837","Guanosine triphosphate","Plxna3"
"3838","Guanosine triphosphate","Glp1r"
"3839","Guanosine triphosphate","P2ry4"
"3840","Guanosine triphosphate","H2-T10"
"3841","Guanosine triphosphate","H2-T22"
"3842","Guanosine triphosphate","H2-M10.6"
"3843","Guanosine triphosphate","H2-T5"
"3844","Guanosine triphosphate","H2-M10.2"
"3845","Guanosine triphosphate","H2-T9"
"3846","Guanosine triphosphate","H2-D1"
"3847","Guanosine triphosphate","H2-T3"
"3848","Guanosine triphosphate","H2-Q6"
"3849","Guanosine triphosphate","H2-M9"
"3850","Guanosine triphosphate","H2-Q7"
"3851","Guanosine triphosphate","H2-M10.4"
"3852","Guanosine triphosphate","H2-M2"
"3853","Guanosine triphosphate","H2-M1"
"3854","Guanosine triphosphate","H2-M11"
"3855","Guanosine triphosphate","H2-M10.3"
"3856","Guanosine triphosphate","H2-Q1"
"3857","Guanosine triphosphate","H2-M5"
"3858","Guanosine triphosphate","H2-Q10"
"3859","Guanosine triphosphate","H2-M10.1"
"3860","Guanosine triphosphate","H2-Q2"
"3861","Guanosine triphosphate","H2-Q4"
"3862","Guanosine triphosphate","H2-M10.5"
"3863","Guanosine triphosphate","H2-T13"
"3864","Guanosine triphosphate","H2-K1"
"3865","Guanosine triphosphate","H2-T5"
"3866","Guanosine triphosphate","H2-D1"
"3867","Guanosine triphosphate","H2-Q6"
"3868","Guanosine triphosphate","H2-Q7"
"3869","Guanosine triphosphate","H2-Q1"
"3870","Guanosine triphosphate","H2-Q10"
"3871","Guanosine triphosphate","H2-Q2"
"3872","Guanosine triphosphate","H2-Q4"
"3873","Guanosine triphosphate","H2-T13"
"3874","Guanosine triphosphate","H2-K1"
"3875","Guanosine triphosphate","H2-T7"
"3876","Guanosine triphosphate","Agrn"
"3877","Guanosine triphosphate","Plxna1"
"3878","Guanosine triphosphate","Hrh1"
"3879","Guanosine triphosphate","Dscam"
"3880","Guanosine triphosphate","Gcgr"
"3881","Guanosine triphosphate","Adra2c"
"3882","Guanosine triphosphate","Dcc"
"3883","Guanosine triphosphate","Tbxa2r"
"3884","Guanosine triphosphate","Oprm1"
"3885","Guanosine triphosphate","H2-T10"
"3886","Guanosine triphosphate","H2-T22"
"3887","Guanosine triphosphate","H2-M10.6"
"3888","Guanosine triphosphate","H2-T5"
"3889","Guanosine triphosphate","H2-M10.2"
"3890","Guanosine triphosphate","H2-T9"
"3891","Guanosine triphosphate","H2-D1"
"3892","Guanosine triphosphate","H2-T3"
"3893","Guanosine triphosphate","H2-Q6"
"3894","Guanosine triphosphate","H2-M9"
"3895","Guanosine triphosphate","H2-Q7"
"3896","Guanosine triphosphate","H2-M10.4"
"3897","Guanosine triphosphate","H2-M2"
"3898","Guanosine triphosphate","H2-M1"
"3899","Guanosine triphosphate","H2-M11"
"3900","Guanosine triphosphate","H2-M10.3"
"3901","Guanosine triphosphate","H2-Q1"
"3902","Guanosine triphosphate","H2-M5"
"3903","Guanosine triphosphate","H2-Q10"
"3904","Guanosine triphosphate","H2-M10.1"
"3905","Guanosine triphosphate","H2-Q2"
"3906","Guanosine triphosphate","H2-Q4"
"3907","Guanosine triphosphate","H2-M10.5"
"3908","Guanosine triphosphate","H2-T13"
"3909","Guanosine triphosphate","H2-K1"
"3910","Guanosine triphosphate","Srprb"
"3911","Guanosine triphosphate","Pde6b"
"3912","Guanosine triphosphate","Ntrk1"
"3913","Guanosine triphosphate","Fzd4"
"3914","Guanosine triphosphate","Gucy1a1"
"3915","Guanosine triphosphate","Gucy1b1"
"3916","2-arachidonoylglycerol","Cnr2"
"3917","2-arachidonoylglycerol","Pcdha6"
"3918","2-arachidonoylglycerol","Cnr1"
"3919","2-arachidonoylglycerol","Pcdha4b"
"3920","2-arachidonoylglycerol","Pcdha4"
"3921","2-arachidonoylglycerol","Gpr55"
"3922","2-arachidonoylglycerol","Drd4"
"3923","2-arachidonoylglycerol","Bdkrb1"
"3924","2-arachidonoylglycerol","Oprd1"
"3925","2-arachidonoylglycerol","Mchr1"
"3926","2-arachidonoylglycerol","Galr3"
"3927","2-arachidonoylglycerol","Sstr4"
"3928","2-arachidonoylglycerol","Nmur2"
"3929","2-arachidonoylglycerol","Hrh4"
"3930","2-arachidonoylglycerol","Aplnr"
"3931","2-arachidonoylglycerol","Oprk1"
"3932","2-arachidonoylglycerol","Sstr1"
"3933","2-arachidonoylglycerol","Ackr3"
"3934","2-arachidonoylglycerol","Adra2a"
"3935","2-arachidonoylglycerol","Htr5a"
"3936","2-arachidonoylglycerol","Ccr2"
"3937","2-arachidonoylglycerol","Ccr5"
"3938","2-arachidonoylglycerol","Sstr5"
"3939","2-arachidonoylglycerol","Ccr1"
"3940","2-arachidonoylglycerol","Ccr1l1"
"3941","2-arachidonoylglycerol","Galr1"
"3942","2-arachidonoylglycerol","Cxcr6"
"3943","2-arachidonoylglycerol","Nmur1"
"3944","2-arachidonoylglycerol","Adora1"
"3945","2-arachidonoylglycerol","Htr1a"
"3946","2-arachidonoylglycerol","Htr1f"
"3947","2-arachidonoylglycerol","Rxfp3"
"3948","2-arachidonoylglycerol","Galr2"
"3949","2-arachidonoylglycerol","Npbwr1"
"3950","2-arachidonoylglycerol","Ccr9"
"3951","2-arachidonoylglycerol","Npy2r"
"3952","2-arachidonoylglycerol","Ccr4"
"3953","2-arachidonoylglycerol","Oprl1"
"3954","2-arachidonoylglycerol","Npy5r"
"3955","2-arachidonoylglycerol","Hrh3"
"3956","2-arachidonoylglycerol","Ptger3"
"3957","2-arachidonoylglycerol","Sstr2"
"3958","2-arachidonoylglycerol","Lpar1"
"3959","2-arachidonoylglycerol","Npy1r"
"3960","2-arachidonoylglycerol","Drd2"
"3961","2-arachidonoylglycerol","Rxfp4"
"3962","2-arachidonoylglycerol","Htr1b"
"3963","2-arachidonoylglycerol","Lpar3"
"3964","2-arachidonoylglycerol","Agtr2"
"3965","2-arachidonoylglycerol","Npy4r"
"3966","2-arachidonoylglycerol","Drd3"
"3967","2-arachidonoylglycerol","Lpar2"
"3968","2-arachidonoylglycerol","Adra2c"
"3969","2-arachidonoylglycerol","Cxcr4"
"3970","2-arachidonoylglycerol","Oprm1"
"3971","2-arachidonoylglycerol","Ccr3"
"3972","2-arachidonoylglycerol","Pparg"
"3973","Epinephrine","Adrb2"
"3974","Epinephrine","Adra1a"
"3975","Epinephrine","Adra1d"
"3976","Epinephrine","Drd2"
"3977","Epinephrine","Adrb1"
"3978","Epinephrine","Adra1b"
"3979","Epinephrine","Adra2a"
"3980","Epinephrine","Adra2b"
"3981","Epinephrine","Adra2c"
"3982","Epinephrine","Adrb3"
"3983","Epinephrine","Drd4"
"3984","Epinephrine","Bdkrb1"
"3985","Epinephrine","Prokr2"
"3986","Epinephrine","Gnrhr"
"3987","Epinephrine","Kiss1r"
"3988","Epinephrine","Oprd1"
"3989","Epinephrine","Ghsr"
"3990","Epinephrine","Mc3r"
"3991","Epinephrine","Ptger2"
"3992","Epinephrine","Mchr1"
"3993","Epinephrine","Galr3"
"3994","Epinephrine","Sstr4"
"3995","Epinephrine","Nmur2"
"3996","Epinephrine","Hrh4"
"3997","Epinephrine","Aplnr"
"3998","Epinephrine","Nmbr"
"3999","Epinephrine","Htr2b"
"4000","Epinephrine","Oprk1"
"4001","Epinephrine","Sstr1"
"4002","Epinephrine","Gpr65"
"4003","Epinephrine","Ackr3"
"4004","Epinephrine","Agtr1a"
"4005","Epinephrine","Agtr1b"
"4006","Epinephrine","Taar1"
"4007","Epinephrine","Htr2c"
"4008","Epinephrine","Npffr1"
"4009","Epinephrine","Htr5a"
"4010","Epinephrine","Htr6"
"4011","Epinephrine","Ptgir"
"4012","Epinephrine","Ccr2"
"4013","Epinephrine","Ccr5"
"4014","Epinephrine","Ptger1"
"4015","Epinephrine","Sstr5"
"4016","Epinephrine","Cckar"
"4017","Epinephrine","Ccr1"
"4018","Epinephrine","Ccr1l1"
"4019","Epinephrine","Avpr1a"
"4020","Epinephrine","Galr1"
"4021","Epinephrine","Mc4r"
"4022","Epinephrine","Ptger4"
"4023","Epinephrine","Ptgdr"
"4024","Epinephrine","Ntsr2"
"4025","Epinephrine","Prokr1"
"4026","Epinephrine","Cxcr6"
"4027","Epinephrine","Adora2b"
"4028","Epinephrine","Nmur1"
"4029","Epinephrine","Drd5"
"4030","Epinephrine","Ltb4r1"
"4031","Epinephrine","Npffr2"
"4032","Epinephrine","Adora1"
"4033","Epinephrine","Trhr"
"4034","Epinephrine","Ednra"
"4035","Epinephrine","Htr1a"
"4036","Epinephrine","Mc5r"
"4037","Epinephrine","Htr1f"
"4038","Epinephrine","Uts2r"
"4039","Epinephrine","Oxtr"
"4040","Epinephrine","Rxfp3"
"4041","Epinephrine","Galr2"
"4042","Epinephrine","Npbwr1"
"4043","Epinephrine","Ccr9"
"4044","Epinephrine","Npy2r"
"4045","Epinephrine","Ccr4"
"4046","Epinephrine","Mc2r"
"4047","Epinephrine","Cckbr"
"4048","Epinephrine","Adora2a"
"4049","Epinephrine","Oprl1"
"4050","Epinephrine","Htr7"
